"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 18 19:48:44 GMT 2025","Mon Aug 18 19:48:45 GMT 2025","522","tests.configuration.tax_categories","test_HU08_KG_GET_TaxCatergoryList","","","","test_TC234_Ver_listado_de_categorías_de_impuestos_exitosamente",""
"passed","Mon Aug 18 19:48:59 GMT 2025","Mon Aug 18 19:48:59 GMT 2025","489","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC221_creacion_sin_nombre_categoria",""
"skipped","Mon Aug 18 19:49:03 GMT 2025","Mon Aug 18 19:49:03 GMT 2025","478","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC221_tax_category_nombre_espacio_en_blanco[\t]",""
"skipped","Mon Aug 18 19:49:01 GMT 2025","Mon Aug 18 19:49:01 GMT 2025","649","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC221_tax_category_nombre_espacio_en_blanco[   ]",""
"passed","Mon Aug 18 19:48:55 GMT 2025","Mon Aug 18 19:48:55 GMT 2025","686","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC63_verificar_encabezados_respuesta",""
"skipped","Mon Aug 18 19:49:02 GMT 2025","Mon Aug 18 19:49:02 GMT 2025","512","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC221_tax_category_nombre_espacio_en_blanco[\n\n]",""
"skipped","Mon Aug 18 19:49:02 GMT 2025","Mon Aug 18 19:49:03 GMT 2025","684","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC221_tax_category_nombre_espacio_en_blanco[ \n ]",""
"passed","Mon Aug 18 19:48:48 GMT 2025","Mon Aug 18 19:48:49 GMT 2025","1181","tests.configuration.tax_categories","test_HU08_KG_GET_TaxCatergoryList","","","","test_TC240_verificar_respuesta_token_invalido_o_sin_autenticacion",""
"skipped","Mon Aug 18 19:49:01 GMT 2025","Mon Aug 18 19:49:02 GMT 2025","501","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC221_tax_category_nombre_espacio_en_blanco[\n]",""
"passed","Mon Aug 18 19:48:56 GMT 2025","Mon Aug 18 19:48:57 GMT 2025","564","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC64_verificar_formato_y_tipos_datos_en_respuesta",""
"passed","Mon Aug 18 19:49:00 GMT 2025","Mon Aug 18 19:49:01 GMT 2025","491","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC220_tax_category_nombre_exedente_maximo_length",""
"passed","Mon Aug 18 19:48:58 GMT 2025","Mon Aug 18 19:48:59 GMT 2025","627","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC67_description_vacio",""
"passed","Mon Aug 18 19:48:59 GMT 2025","Mon Aug 18 19:49:00 GMT 2025","490","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC255_tax_category_nombre_minimo_length[]",""
"passed","Mon Aug 18 19:49:05 GMT 2025","Mon Aug 18 19:49:06 GMT 2025","991","tests.configuration.tax_categories","test_HU29_KG_PUT_TaxCategory","","","","test_TC361_Editar_Actualizacion_completa_campos_validos",""
"passed","Mon Aug 18 19:48:58 GMT 2025","Mon Aug 18 19:48:58 GMT 2025","488","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC66_validar_caracteres_especiales_en_code",""
"passed","Mon Aug 18 19:48:45 GMT 2025","Mon Aug 18 19:48:46 GMT 2025","1161","tests.configuration.tax_categories","test_HU08_KG_GET_TaxCatergoryList","","","","test_TC235_verificar_codigo_respuesta_200_OK",""
"passed","Mon Aug 18 19:48:49 GMT 2025","Mon Aug 18 19:48:50 GMT 2025","538","tests.configuration.tax_categories","test_HU08_KG_GET_TaxCatergoryList","","","","test_TC239_tax_category_no_existe",""
"passed","Mon Aug 18 19:49:00 GMT 2025","Mon Aug 18 19:49:00 GMT 2025","478","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC255_tax_category_nombre_minimo_length[A]",""
"passed","Mon Aug 18 19:48:57 GMT 2025","Mon Aug 18 19:48:58 GMT 2025","485","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC65_validar_limite_longitud_code",""
"passed","Mon Aug 18 19:48:54 GMT 2025","Mon Aug 18 19:48:54 GMT 2025","464","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC150_creacion_con_token_invalido",""
"passed","Mon Aug 18 19:48:54 GMT 2025","Mon Aug 18 19:48:55 GMT 2025","612","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC68_creacion_sin_autenticacion",""
"skipped","Mon Aug 18 19:49:03 GMT 2025","Mon Aug 18 19:49:04 GMT 2025","493","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC221_tax_category_nombre_espacio_en_blanco[ \t \n ]",""
"passed","Mon Aug 18 19:48:46 GMT 2025","Mon Aug 18 19:48:46 GMT 2025","529","tests.configuration.tax_categories","test_HU08_KG_GET_TaxCatergoryList","","","","test_TC237_verificar_formato_jsonld",""
"passed","Mon Aug 18 19:49:07 GMT 2025","Mon Aug 18 19:49:08 GMT 2025","994","tests.configuration.tax_categories","test_HU29_KG_PUT_TaxCategory","","","","test_TC362_Editar_campos_obligatorios_tax_category",""
"passed","Mon Aug 18 19:48:52 GMT 2025","Mon Aug 18 19:48:53 GMT 2025","984","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC62_error_por_codigo_duplicado",""
"passed","Mon Aug 18 19:49:04 GMT 2025","Mon Aug 18 19:49:05 GMT 2025","539","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC418_crear_tax_category_sin_code",""
"passed","Mon Aug 18 19:48:51 GMT 2025","Mon Aug 18 19:48:51 GMT 2025","532","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC60_Crear_categoria_impuesto_exitosamente",""
"passed","Mon Aug 18 19:48:46 GMT 2025","Mon Aug 18 19:48:47 GMT 2025","1035","tests.configuration.tax_categories","test_HU08_KG_GET_TaxCatergoryList","","","","test_TC236_obtener_categoria_por_codigo",""
