"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 18 20:06:12 GMT 2025","Mon Aug 18 20:06:13 GMT 2025","601","tests.catalog.attributes","test_HU09_LQ_GET_AttributesList","","","","test_TC200_Verificar_el_schema_response_del_metodo_GET",""
"passed","Mon Aug 18 20:06:12 GMT 2025","Mon Aug 18 20:06:12 GMT 2025","548","tests.catalog.attributes","test_HU09_LQ_GET_AttributesList","","","","test_TC201_verificar_headers_respuesta_del_metodo_get_atributos",""
"passed","Mon Aug 18 20:06:13 GMT 2025","Mon Aug 18 20:06:13 GMT 2025","516","tests.catalog.attributes","test_HU12_LQ_PUT_Attributes","","","","test_TC47_Verificar_que_no_permitar_actualizar_un_atributo_inexistente",""
"passed","Mon Aug 18 20:06:25 GMT 2025","Mon Aug 18 20:06:26 GMT 2025","507","tests.catalog.attributes","test_HU13_LQ_POST_Attributes","","","","test_TC410_Verificar_no_crear_atributo_con_nombre_mayor_255caracteres",""
"passed","Mon Aug 18 20:06:24 GMT 2025","Mon Aug 18 20:06:25 GMT 2025","501","tests.catalog.attributes","test_HU13_LQ_POST_Attributes","","","","test_TC51_Verificar_no_crear_atributo_sin_campo_name",""
"passed","Mon Aug 18 20:06:11 GMT 2025","Mon Aug 18 20:06:11 GMT 2025","512","tests.catalog.attributes","test_HU09_LQ_GET_AttributesList","","","","test_TC39_Verificar_que_se_obtenga_un_atributo_por_code",""
"passed","Mon Aug 18 20:06:29 GMT 2025","Mon Aug 18 20:06:30 GMT 2025","1011","tests.catalog.attributes","test_HU23_LQ_DELETE_Attributes","","","","test_TC405_verificar_los_headers_respuesta_despues_de_eliminar_atributo",""
"passed","Mon Aug 18 20:06:14 GMT 2025","Mon Aug 18 20:06:16 GMT 2025","1535","tests.catalog.attributes","test_HU12_LQ_PUT_Attributes","","","","test_TC46_Verificar_actualizar_un_atributo_sin_el_campo_name",""
"passed","Mon Aug 18 20:06:16 GMT 2025","Mon Aug 18 20:06:17 GMT 2025","1038","tests.catalog.attributes","test_HU12_LQ_PUT_Attributes","","","","test_TC249_Verificar_actualizar_atributo_con_caracteres_especiales_en_name",""
"passed","Mon Aug 18 20:06:27 GMT 2025","Mon Aug 18 20:06:28 GMT 2025","502","tests.catalog.attributes","test_HU13_LQ_POST_Attributes","","","","test_TC415_Verificar_no_crear_atributo_json_incorrecto",""
"passed","Mon Aug 18 20:06:29 GMT 2025","Mon Aug 18 20:06:29 GMT 2025","486","tests.catalog.attributes","test_HU23_LQ_DELETE_Attributes","","","","test_TC139_Verificar_que_no_se_permita_eliminar_atributo_con_code_inexistente",""
"passed","Mon Aug 18 20:06:32 GMT 2025","Mon Aug 18 20:06:33 GMT 2025","1558","tests.catalog.attributes","test_HU23_LQ_DELETE_Attributes","","","","test_TC409_Verificar_que_no_se_permita_eliminar_un_atributo_por_segunda_vez",""
"passed","Mon Aug 18 20:06:11 GMT 2025","Mon Aug 18 20:06:12 GMT 2025","530","tests.catalog.attributes","test_HU09_LQ_GET_AttributesList","","","","test_TC42_Verificar_la_paginacion_de_la_lista_de_atributos",""
"passed","Mon Aug 18 20:06:13 GMT 2025","Mon Aug 18 20:06:14 GMT 2025","564","tests.catalog.attributes","test_HU12_LQ_PUT_Attributes","","","","test_TC44_Verificar_se_actualice_attributo_con_datos_validos",""
"passed","Mon Aug 18 20:06:21 GMT 2025","Mon Aug 18 20:06:22 GMT 2025","1105","tests.catalog.attributes","test_HU12_LQ_PUT_Attributes","","","","test_TC353_Verificar_headers_response_despues_actualizar_attribute",""
"passed","Mon Aug 18 20:06:26 GMT 2025","Mon Aug 18 20:06:26 GMT 2025","515","tests.catalog.attributes","test_HU13_LQ_POST_Attributes","","","","test_TC414_Verificar_headers_respuesta_despues_de_crear_atributo",""
