"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 16 20:30:21 GMT 2025","Sat Aug 16 20:30:22 GMT 2025","307","tests.catalog.inventory","test_HU04_EA_GET_InventoryList","","","","test_TC26_lista_sin_autenticacion",""
"passed","Sat Aug 16 20:30:29 GMT 2025","Sat Aug 16 20:30:29 GMT 2025","150","tests.catalog.inventory","test_HU05_EA_POST_Inventory","","","","test_TC261_crear_inventory_con_country_code_invalido",""
"passed","Sat Aug 16 20:30:36 GMT 2025","Sat Aug 16 20:30:37 GMT 2025","701","tests.catalog.inventory","test_HU15_EA_PUT_Inventory","","","","test_TC72_actualizacion_sin_campo_name",""
"passed","Sat Aug 16 20:30:29 GMT 2025","Sat Aug 16 20:30:29 GMT 2025","181","tests.catalog.inventory","test_HU05_EA_POST_Inventory","","","","test_TC260_crear_inventory_sin_country_code_en_address",""
"skipped","Sat Aug 16 20:30:28 GMT 2025","Sat Aug 16 20:30:28 GMT 2025","336","tests.catalog.inventory","test_HU05_EA_POST_Inventory","","","","test_TC255_crear_inventory_con_prioridad_negativa",""
"skipped","Sat Aug 16 20:30:23 GMT 2025","Sat Aug 16 20:30:24 GMT 2025","323","tests.catalog.inventory","test_HU04_EA_GET_InventoryList","","","","test_210_219_pagina_e_items_invalidas[1.5-1]",""
"passed","Sat Aug 16 20:30:30 GMT 2025","Sat Aug 16 20:30:31 GMT 2025","642","tests.catalog.inventory","test_HU06_EA_DELETE_Inventory","","","","test_TC34_verificar_inventory_eliminado_no_exista",""
"passed","Sat Aug 16 20:30:22 GMT 2025","Sat Aug 16 20:30:23 GMT 2025","289","tests.catalog.inventory","test_HU04_EA_GET_InventoryList","","","","test_TC208_fuente_con_token_expirado",""
"passed","Sat Aug 16 20:30:39 GMT 2025","Sat Aug 16 20:30:40 GMT 2025","135","tests.catalog.inventory","test_HU15_EA_PUT_Inventory","","","","test_TC333_actualizacion_usuario_sin_permisos",""
"skipped","Sat Aug 16 20:30:25 GMT 2025","Sat Aug 16 20:30:25 GMT 2025","343","tests.catalog.inventory","test_HU04_EA_GET_InventoryList","","","","test_210_219_pagina_e_items_invalidas[1-1.5]",""
"skipped","Sat Aug 16 20:30:30 GMT 2025","Sat Aug 16 20:30:30 GMT 2025","360","tests.catalog.inventory","test_HU05_EA_POST_Inventory","","","","test_TC267_crear_inventory_con_code_extremadamente_largo",""
"passed","Sat Aug 16 20:30:24 GMT 2025","Sat Aug 16 20:30:25 GMT 2025","316","tests.catalog.inventory","test_HU04_EA_GET_InventoryList","","","","test_210_219_pagina_e_items_invalidas[1--1]",""
"passed","Sat Aug 16 20:30:28 GMT 2025","Sat Aug 16 20:30:28 GMT 2025","137","tests.catalog.inventory","test_HU05_EA_POST_Inventory","","","","test_TC254_crear_inventory_con_name_vacio",""
"passed","Sat Aug 16 20:30:27 GMT 2025","Sat Aug 16 20:30:27 GMT 2025","143","tests.catalog.inventory","test_HU05_EA_POST_Inventory","","","","test_TC253_crear_inventory_con_code_vacio",""
"passed","Sat Aug 16 20:30:29 GMT 2025","Sat Aug 16 20:30:29 GMT 2025","131","tests.catalog.inventory","test_HU05_EA_POST_Inventory","","","","test_TC262_crear_inventory_con_address_invalido",""
"skipped","Sat Aug 16 20:30:25 GMT 2025","Sat Aug 16 20:30:25 GMT 2025","303","tests.catalog.inventory","test_HU04_EA_GET_InventoryList","","","","test_210_219_pagina_e_items_invalidas[1-uno]",""
"passed","Sat Aug 16 20:30:21 GMT 2025","Sat Aug 16 20:30:21 GMT 2025","326","tests.catalog.inventory","test_HU04_EA_GET_InventoryList","","","","test_TC24_fuente_inventario_code_inexistente",""
"skipped","Sat Aug 16 20:30:37 GMT 2025","Sat Aug 16 20:30:38 GMT 2025","510","tests.catalog.inventory","test_HU15_EA_PUT_Inventory","","","","test_TC73_actualizacion_formato_invalido_priority",""
"passed","Sat Aug 16 20:30:39 GMT 2025","Sat Aug 16 20:30:39 GMT 2025","111","tests.catalog.inventory","test_HU15_EA_PUT_Inventory","","","","test_TC332_actualizacion_sin_token_autenticacion",""
"passed","Sat Aug 16 20:30:22 GMT 2025","Sat Aug 16 20:30:22 GMT 2025","303","tests.catalog.inventory","test_HU04_EA_GET_InventoryList","","","","test_TC207_lista_con_token_expirado",""
"passed","Sat Aug 16 20:30:27 GMT 2025","Sat Aug 16 20:30:27 GMT 2025","334","tests.catalog.inventory","test_HU05_EA_POST_Inventory","","","","test_TC252_crear_inventory_sin_campo_name",""
"passed","Sat Aug 16 20:30:28 GMT 2025","Sat Aug 16 20:30:28 GMT 2025","317","tests.catalog.inventory","test_HU05_EA_POST_Inventory","","","","test_TC256_crear_inventory_con_priority_como_texto",""
"passed","Sat Aug 16 20:30:32 GMT 2025","Sat Aug 16 20:30:32 GMT 2025","114","tests.catalog.inventory","test_HU06_EA_DELETE_Inventory","","","","test_TC345_eliminar_inventory_sin_token_autenticacion",""
