"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 18 19:30:02 GMT 2025","Mon Aug 18 19:30:03 GMT 2025","524","tests.customer.groups","test_HU02_PD_POST_CustomerGroup","","","","test_TC159_crear_grupo_nombre_vacio",""
"passed","Mon Aug 18 19:29:45 GMT 2025","Mon Aug 18 19:29:45 GMT 2025","518","tests.customer.groups","test_HU01_PD_GET_Customer_Group","","","","test_TC176_obtener_lista_grupos_clientes_exitoso",""
"passed","Mon Aug 18 19:30:37 GMT 2025","Mon Aug 18 19:30:38 GMT 2025","1001","tests.customer.groups","test_HU03_PD_PUT_CustomerGroup","","","","test_TC287_actualizar_grupo_content_type_incorrecto",""
"passed","Mon Aug 18 19:30:15 GMT 2025","Mon Aug 18 19:30:16 GMT 2025","519","tests.customer.groups","test_HU02_PD_POST_CustomerGroup","","","","test_TC430_crear_grupo_nombre_minimo",""
"passed","Mon Aug 18 19:30:03 GMT 2025","Mon Aug 18 19:30:03 GMT 2025","552","tests.customer.groups","test_HU02_PD_POST_CustomerGroup","","","","test_TC160_crear_grupo_codigo_muy_largo",""
"passed","Mon Aug 18 19:30:48 GMT 2025","Mon Aug 18 19:30:49 GMT 2025","1066","tests.customer.groups","test_HU16_PD_DELETE_CustomerGroup","","","","test_TC297_verificar_tiempo_respuesta_eliminacion",""
"passed","Mon Aug 18 19:30:23 GMT 2025","Mon Aug 18 19:30:24 GMT 2025","1031","tests.customer.groups","test_HU03_PD_PUT_CustomerGroup","","","","test_TC276_actualizar_grupo_code_vacio_ignorado",""
"skipped","Mon Aug 18 19:30:20 GMT 2025","Mon Aug 18 19:30:21 GMT 2025","1026","tests.customer.groups","test_HU03_PD_PUT_CustomerGroup","","","","test_TC274_actualizar_grupo_sin_campo_name",""
"passed","Mon Aug 18 19:30:03 GMT 2025","Mon Aug 18 19:30:04 GMT 2025","506","tests.customer.groups","test_HU02_PD_POST_CustomerGroup","","","","test_TC161_crear_grupo_nombre_muy_largo",""
"passed","Mon Aug 18 19:30:25 GMT 2025","Mon Aug 18 19:30:26 GMT 2025","1018","tests.customer.groups","test_HU03_PD_PUT_CustomerGroup","","","","test_TC277_actualizar_grupo_code_caracteres_especiales_ignorado",""
