"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 15 20:54:37 GMT 2025","Fri Aug 15 20:54:37 GMT 2025","0","tests.customer.groups","test_HU02_PD_POST_CustomerGroup","","","","test_TC167_crear_grupo_content_type_incorrecto",""
"broken","Fri Aug 15 20:54:31 GMT 2025","Fri Aug 15 20:54:31 GMT 2025","0","tests.catalog.options","test_HU26_ES_DELETE_ProductOptions","","","","test_tc387_Verificar_opcion_eliminada_no_aparece_en_lista_de_opciones",""
"skipped","Fri Aug 15 20:54:34 GMT 2025","Fri Aug 15 20:54:34 GMT 2025","0","tests.configuration.tax_categories","test_HU29_KG_PUT_TaxCategory","","","","test_TC363_338_No_permitir_campos_vacios[invalid_payload1-None-422]",""
"broken","Fri Aug 15 20:54:25 GMT 2025","Fri Aug 15 20:54:25 GMT 2025","0","tests.catalog.attributes","test_HU13_LQ_POST_Attributes","","","","test_TC414_Verificar_headers_respuesta_despues_de_crear_atributo",""
"broken","Fri Aug 15 20:54:31 GMT 2025","Fri Aug 15 20:54:31 GMT 2025","0","tests.catalog.options","test_HU26_ES_DELETE_ProductOptions","","","","test_tc389_Verificar_error_al_eliminar_opcion_con_code_en_formato_incorrecto",""
"broken","Fri Aug 15 20:54:19 GMT 2025","Fri Aug 15 20:54:19 GMT 2025","0","tests.catalog.association_types","test_HU07_EN_GET_ProductAssociationTypesList","","","","test_TC84_Validar_page_limite_inferior_exitoso",""
"broken","Fri Aug 15 20:54:22 GMT 2025","Fri Aug 15 20:54:22 GMT 2025","0","tests.catalog.attributes","test_HU09_LQ_GET_AttributesList","","","","test_TC201_verificar_headers_respuesta_del_metodo_get_atributos",""
"skipped","Fri Aug 15 20:54:30 GMT 2025","Fri Aug 15 20:54:30 GMT 2025","0","tests.catalog.options","test_HU11_ES_POST_ProductOption","","","","test_TC227_Verificar_error_al_crear_opcion_con_position_mayor_a_999999999",""
"broken","Fri Aug 15 20:54:34 GMT 2025","Fri Aug 15 20:54:34 GMT 2025","0","tests.configuration.tax_categories","test_HU22_KG_DELETE_TaxCategory","","","","test_TC343_eliminar_TaxCategory_no_impacta_otros",""
"broken","Fri Aug 15 20:54:37 GMT 2025","Fri Aug 15 20:54:37 GMT 2025","0","tests.customer.groups","test_HU02_PD_POST_CustomerGroup","","","","test_TC173_crear_grupo_codigo_minimo",""
"broken","Fri Aug 15 20:54:27 GMT 2025","Fri Aug 15 20:54:27 GMT 2025","0","tests.catalog.inventory","test_HU05_EA_POST_Inventory","","","","test_TC254_crear_inventory_con_name_vacio",""
"broken","Fri Aug 15 20:54:21 GMT 2025","Fri Aug 15 20:54:21 GMT 2025","0","tests.catalog.association_types","test_HU27_EN_PUT_ProductAssociationTypes","","","","test_TC374_enviar_body_con_campos_extra_no_soportados_exitoso",""
"broken","Fri Aug 15 20:54:31 GMT 2025","Fri Aug 15 20:54:31 GMT 2025","0","tests.catalog.options","test_HU25_ES_PUT_ProductOption","","","","test_tc327_Verificar_que_se_puede_actualizar_opción_con_values",""
"broken","Fri Aug 15 20:54:27 GMT 2025","Fri Aug 15 20:54:27 GMT 2025","0","tests.catalog.inventory","test_HU05_EA_POST_Inventory","","","","test_TC253_crear_inventory_con_code_vacio",""
"broken","Fri Aug 15 20:54:33 GMT 2025","Fri Aug 15 20:54:33 GMT 2025","0","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC67_description_vacio",""
"skipped","Fri Aug 15 20:54:27 GMT 2025","Fri Aug 15 20:54:27 GMT 2025","0","tests.catalog.inventory","test_HU04_EA_GET_InventoryList","","","","test_210_219_pagina_e_items_invalidas[1-uno]",""
"broken","Fri Aug 15 20:54:28 GMT 2025","Fri Aug 15 20:54:28 GMT 2025","0","tests.catalog.inventory","test_HU15_EA_PUT_Inventory","","","","test_TC335_intento_actualizar_code_insatisfactoriamente",""
"broken","Fri Aug 15 20:54:26 GMT 2025","Fri Aug 15 20:54:26 GMT 2025","0","tests.catalog.attributes","test_HU23_LQ_DELETE_Attributes","","","","test_TC409_Verificar_los_headers_respuesta_despues_de_eliminar_atributo",""
"broken","Fri Aug 15 20:54:38 GMT 2025","Fri Aug 15 20:54:38 GMT 2025","0","tests.customer.groups","test_HU03_PD_PUT_CustomerGroup","","","","test_TC283_actualizar_grupo_nombre_caracteres_especiales",""
"failed","Fri Aug 15 20:54:40 GMT 2025","Fri Aug 15 20:54:40 GMT 2025","214","tests.login","test_HU00_EA_POST_LoginAdmin","","","","test_TC55_Auth_exitoso_con_credenciales_validas",""
"broken","Fri Aug 15 20:54:20 GMT 2025","Fri Aug 15 20:54:20 GMT 2025","0","tests.catalog.association_types","test_HU17_EN_POST_ProductAssociationTypes","","","","test_TC131_crear_tipo_asociacion_solo_una_traduccion_en_US_exitoso",""
"failed","Fri Aug 15 20:54:35 GMT 2025","Fri Aug 15 20:54:35 GMT 2025","211","tests.customer.groups","test_HU01_PD_GET_Customer_Group","","","","test_TC186_verificar_acceso_sin_token",""
"broken","Fri Aug 15 20:54:33 GMT 2025","Fri Aug 15 20:54:33 GMT 2025","0","tests.configuration.tax_categories","test_HU08_KG_GET_TaxCatergoryList","","","","test_TC239_tax_category_no_existe",""
"skipped","Fri Aug 15 20:54:19 GMT 2025","Fri Aug 15 20:54:19 GMT 2025","0","tests.catalog.association_types","test_HU07_EN_GET_ProductAssociationTypesList","","","","test_TC90_Validar_itemsPerPage_alfabetico_error",""
"broken","Fri Aug 15 20:54:28 GMT 2025","Fri Aug 15 20:54:28 GMT 2025","0","tests.catalog.inventory","test_HU15_EA_PUT_Inventory","","","","test_TC69_actualizacion_completa_campos_validos",""
"broken","Fri Aug 15 20:54:36 GMT 2025","Fri Aug 15 20:54:36 GMT 2025","0","tests.customer.groups","test_HU02_PD_POST_CustomerGroup","","","","test_TC156_crear_grupo_sin_campo_code",""
"broken","Fri Aug 15 20:54:19 GMT 2025","Fri Aug 15 20:54:19 GMT 2025","0","tests.catalog.association_types","test_HU07_EN_GET_ProductAssociationTypesList","","","","test_TC95_Buscar_code_invalido_lista_vacia",""
"failed","Fri Aug 15 20:54:32 GMT 2025","Fri Aug 15 20:54:32 GMT 2025","223","tests.catalog.options","test_HU26_ES_DELETE_ProductOptions","","","","test_tc393_Verificar_error_al_eliminar_opcion_con_token_invalido",""
"broken","Fri Aug 15 20:54:20 GMT 2025","Fri Aug 15 20:54:20 GMT 2025","0","tests.catalog.association_types","test_HU17_EN_POST_ProductAssociationTypes","","","","test_TC129_validar_error_falta_campo_translations",""
"broken","Fri Aug 15 20:54:24 GMT 2025","Fri Aug 15 20:54:24 GMT 2025","0","tests.catalog.attributes","test_HU13_LQ_POST_Attributes","","","","test_TC413_Verificar_tiempo_respuesta_creacion_de_un_atributo",""
"broken","Fri Aug 15 20:54:31 GMT 2025","Fri Aug 15 20:54:31 GMT 2025","0","tests.catalog.options","test_HU25_ES_PUT_ProductOption","","","","test_tc321_Verificar_error_al_actualizar_opción_con_position_de_tipo_decimal",""
"broken","Fri Aug 15 20:54:19 GMT 2025","Fri Aug 15 20:54:19 GMT 2025","0","tests.catalog.association_types","test_HU07_EN_GET_ProductAssociationTypesList","","","","test_TC92_Validar_orden_descendente_code_exitoso",""
"broken","Fri Aug 15 20:54:34 GMT 2025","Fri Aug 15 20:54:34 GMT 2025","0","tests.configuration.tax_categories","test_HU22_KG_DELETE_TaxCategory","","","","test_TC338_eliminar_TaxCategory_headers_respuesta",""
"broken","Fri Aug 15 20:54:36 GMT 2025","Fri Aug 15 20:54:36 GMT 2025","0","tests.customer.groups","test_HU02_PD_POST_CustomerGroup","","","","test_TC157_crear_grupo_sin_campo_name",""
"broken","Fri Aug 15 20:54:23 GMT 2025","Fri Aug 15 20:54:23 GMT 2025","0","tests.catalog.attributes","test_HU12_LQ_PUT_Attributes","","","","test_TC249_Verificar_actualizar_atributo_con_caracteres_especiales_en_name",""
"failed","Fri Aug 15 20:54:36 GMT 2025","Fri Aug 15 20:54:36 GMT 2025","414","tests.customer.groups","test_HU01_PD_GET_Customer_Group","","","","test_TC189_verificar_header_authorization_mal_formado",""
"broken","Fri Aug 15 20:54:34 GMT 2025","Fri Aug 15 20:54:34 GMT 2025","0","tests.configuration.tax_categories","test_HU29_KG_PUT_TaxCategory","","","","test_TC404_actualizacion_tax_category_con_valores_null",""
"failed","Fri Aug 15 20:54:38 GMT 2025","Fri Aug 15 20:54:39 GMT 2025","423","tests.customer.groups","test_HU03_PD_PUT_CustomerGroup","","","","test_TC285_actualizar_grupo_token_invalido",""
"skipped","Fri Aug 15 20:54:38 GMT 2025","Fri Aug 15 20:54:38 GMT 2025","0","tests.customer.groups","test_HU03_PD_PUT_CustomerGroup","","","","test_TC274_actualizar_grupo_sin_campo_name",""
"broken","Fri Aug 15 20:54:35 GMT 2025","Fri Aug 15 20:54:35 GMT 2025","0","tests.customer.groups","test_HU01_PD_GET_Customer_Group","","","","test_TC177_verificar_estructura_json_respuesta",""
"broken","Fri Aug 15 20:54:38 GMT 2025","Fri Aug 15 20:54:38 GMT 2025","0","tests.customer.groups","test_HU03_PD_PUT_CustomerGroup","","","","test_TC277_actualizar_grupo_code_caracteres_especiales_ignorado",""
"broken","Fri Aug 15 20:54:28 GMT 2025","Fri Aug 15 20:54:28 GMT 2025","0","tests.catalog.inventory","test_HU15_EA_PUT_Inventory","","","","test_TC70_actualizacion_solo_campos_obligatorios_name",""
"broken","Fri Aug 15 20:54:21 GMT 2025","Fri Aug 15 20:54:21 GMT 2025","0","tests.catalog.association_types","test_HU27_EN_PUT_ProductAssociationTypes","","","","test_TC377_modificar_traduccion_nombre_muy_largo",""
"broken","Fri Aug 15 20:54:29 GMT 2025","Fri Aug 15 20:54:29 GMT 2025","0","tests.catalog.options","test_HU11_ES_POST_ProductOption","","","","test_TC109_Verificar_error_422_al_crear_opcion_sin_campos_obligatorios",""
"failed","Fri Aug 15 20:54:31 GMT 2025","Fri Aug 15 20:54:31 GMT 2025","199","tests.catalog.options","test_HU25_ES_PUT_ProductOption","","","","test_tc324_Verificar_error_al_intentar_actualizar_opción_sin_autenticación",""
"broken","Fri Aug 15 20:54:27 GMT 2025","Fri Aug 15 20:54:27 GMT 2025","0","tests.catalog.inventory","test_HU05_EA_POST_Inventory","","","","test_TC264_crear_inventory_con_channels_invalidos",""
"broken","Fri Aug 15 20:54:19 GMT 2025","Fri Aug 15 20:54:19 GMT 2025","0","tests.catalog.association_types","test_HU07_EN_GET_ProductAssociationTypesList","","","","test_TC96_Buscar_nombre_valido_exitoso",""
"failed","Fri Aug 15 20:54:37 GMT 2025","Fri Aug 15 20:54:37 GMT 2025","413","tests.customer.groups","test_HU02_PD_POST_CustomerGroup","","","","test_TC164_crear_grupo_sin_token",""
"broken","Fri Aug 15 20:54:27 GMT 2025","Fri Aug 15 20:54:27 GMT 2025","0","tests.catalog.inventory","test_HU05_EA_POST_Inventory","","","","test_TC30_crear_inventory_con_code_duplicado",""
"broken","Fri Aug 15 20:54:30 GMT 2025","Fri Aug 15 20:54:30 GMT 2025","0","tests.catalog.options","test_HU11_ES_POST_ProductOption","","","","test_TC224_Verificar_error_al_crear_option_name_con_mas_de_255_caracteres",""
