"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 14 04:36:49 GMT 2025","Thu Aug 14 04:36:50 GMT 2025","211","tests.catalog.inventory","test_HU04_EA_GET_InventoryList","","","","test_209_215_pagina_e_items_validas[None-0]",""
"passed","Thu Aug 14 04:37:03 GMT 2025","Thu Aug 14 04:37:03 GMT 2025","186","tests.configuration.tax_categories","test_HU14_KG_POST_TaxCategory","","","","test_TC68_creacion_sin_autenticacion",""
"passed","Thu Aug 14 04:37:13 GMT 2025","Thu Aug 14 04:37:14 GMT 2025","819","tests.customer.groups","test_HU16_PD_DELETE_CustomerGroup","","","","test_TC293_eliminar_grupo_clientes_existente",""
"passed","Thu Aug 14 04:36:59 GMT 2025","Thu Aug 14 04:36:59 GMT 2025","299","tests.catalog.options","test_HU11_ES_POST_ProductOption","","","","test_TC109_Verificar_error_422_al_crear_opcion_sin_campos_obligatorios",""
"passed","Thu Aug 14 04:37:12 GMT 2025","Thu Aug 14 04:37:13 GMT 2025","771","tests.customer.groups","test_HU03_PD_PUT_CustomerGroup","","","","test_TC272_verificar_estructura_json_respuesta_actualizacion",""
"passed","Thu Aug 14 04:36:50 GMT 2025","Thu Aug 14 04:36:50 GMT 2025","229","tests.catalog.inventory","test_HU04_EA_GET_InventoryList","","","","test_209_215_pagina_e_items_validas[1-None]",""
"passed","Thu Aug 14 04:36:58 GMT 2025","Thu Aug 14 04:36:58 GMT 2025","217","tests.catalog.options","test_HU10_ES_GET_ProductOptionList","","","","test_TC246_Verificar_paginacion_con_parametros_invalidos",""
"passed","Thu Aug 14 04:36:39 GMT 2025","Thu Aug 14 04:36:40 GMT 2025","533","tests.catalog.attributes","test_HU09_LQ_GET_AttributesList","","","","test_TC42_Verificar_la_paginacion_de_la_lista_de_atributos",""
"passed","Thu Aug 14 04:36:37 GMT 2025","Thu Aug 14 04:36:38 GMT 2025","722","tests.catalog.attributes","test_HU09_LQ_GET_AttributesList","","","","test_TC38_Verificar_que_se_obtenga_la_lista_atributos_registrados",""
"passed","Thu Aug 14 04:36:49 GMT 2025","Thu Aug 14 04:36:49 GMT 2025","233","tests.catalog.inventory","test_HU04_EA_GET_InventoryList","","","","test_TC23_lista_completa_fuentes_inventario",""
"passed","Thu Aug 14 04:37:14 GMT 2025","Thu Aug 14 04:37:15 GMT 2025","249","tests.login","test_HU00_EA_POST_LoginAdmin","","","","test_TC56_Auth_fallido_con_credenciales_invalidas",""
"passed","Thu Aug 14 04:36:46 GMT 2025","Thu Aug 14 04:36:46 GMT 2025","213","tests.catalog.attributes","test_HU13_LQ_POST_Attributes","","","","test_TC52_Verificar_no_crear_atributo_sin_campo_code",""
"passed","Thu Aug 14 04:36:54 GMT 2025","Thu Aug 14 04:36:54 GMT 2025","213","tests.catalog.inventory","test_HU05_EA_POST_Inventory","","","","test_TC253_crear_inventory_con_code_vacio",""
"passed","Thu Aug 14 04:36:57 GMT 2025","Thu Aug 14 04:36:57 GMT 2025","183","tests.catalog.options","test_HU10_ES_GET_ProductOptionList","","","","test_TC149_Verificar_respuesta_401_con_token_de_autenticacion_invalido",""
"passed","Thu Aug 14 04:37:01 GMT 2025","Thu Aug 14 04:37:01 GMT 2025","192","tests.configuration.tax_categories","test_HU08_KG_GET_TaxCatergoryList","","","","test_TC240_verificar_respuesta_token_invalido_o_sin_autenticacion",""
"passed","Thu Aug 14 04:36:41 GMT 2025","Thu Aug 14 04:36:41 GMT 2025","731","tests.catalog.attributes","test_HU09_LQ_GET_AttributesList","","","","test_TC200_Verificar_el_schema_response_del_metodo_GET",""
"passed","Thu Aug 14 04:36:43 GMT 2025","Thu Aug 14 04:36:43 GMT 2025","228","tests.catalog.attributes","test_HU12_LQ_PUT_Attributes","","","","test_TC44_Verificar_se_actualice_attributo_con_datos_validos",""
"passed","Thu Aug 14 04:37:14 GMT 2025","Thu Aug 14 04:37:14 GMT 2025","308","tests.login","test_HU00_EA_POST_LoginAdmin","","","","test_TC55_Auth_exitoso_con_credenciales_validas",""
